CaseBarcode,CorepackBarcode,OrderId,RequestDate,Core Pack check,Result_DAQ,CH8_V,CH9_V,CH10_V,CH11_V,CH12_V,TempMaxThr,TempMinThr,VoltDiffThr,VoltMaxThr,VoltMinThr,Result_ETEST,ACIR,DCIR,OCVoltage,Ah,PackageTime
FR07254007314,7254007314,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/19 16:58:54
FR07254007315,7254007315,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/17 10:21:47
FR07254007316,7254007316,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.498,3.498,3.499,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/17 15:18:18
FR07254007317,7254007317,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2025/12/30 16:55:21
FR07254007318,7254007318,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/06 11:37:18
FR07254007319,7254007319,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2026/01/07 16:00:30
FR07254007320,7254007320,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2025/12/31 14:12:07
FR07254007321,7254007321,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.498,3.498,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/24 10:45:37
FR07254007322,7254007322,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/26 17:05:14
FR07254007323,7254007323,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2026/01/05 17:02:01
FR07254007324,7254007324,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/17 15:14:19
FR07254007325,7254007325,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.058,17.47,,2026/01/09 13:16:48
FR07254007326,7254007326,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/18 11:20:37
FR07254007327,7254007327,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/12 14:38:56
FR07254007328,7254007328,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.498,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/18 13:41:35
FR07254007329,7254007329,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2025/12/29 10:23:59
FR07254007330,7254007330,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.498,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/07 12:57:57
FR07254007331,7254007331,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/26 12:29:19
FR07254007332,7254007332,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/05 10:34:20
FR07254007333,7254007333,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.498,3.498,35,15,0.005,4.2,3,PASS,0.03,0.051,17.5,,2025/12/24 13:09:42
FR07254007334,7254007334,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/17 09:49:56
FR07254007335,7254007335,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/30 16:19:23
FR07254007336,7254007336,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.498,3.5,3.499,3.498,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2025/12/30 14:11:07
FR07254007337,7254007337,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/08 14:55:10
FR07254007338,7254007338,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.498,3.499,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2026/01/07 14:44:29
FR07254007339,7254007339,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.498,3.5,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.054,17.48,,2026/01/06 13:57:03
FR07254007340,7254007340,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/30 14:25:12
FR07254007341,7254007341,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2026/01/07 10:29:02
FR07254007342,7254007342,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/15 12:45:21
FR07254007343,7254007343,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/26 14:00:58
FR07254007344,7254007344,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2026/01/12 16:01:46
FR07254007345,7254007345,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/26 10:45:27
FR07254007346,7254007346,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/24 16:35:20
FR07254007347,7254007347,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/31 11:32:22
FR07254007348,7254007348,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/16 14:34:16
FR07254007349,7254007349,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2025/12/29 17:15:54
FR07254007350,7254007350,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.5,,2025/12/15 14:01:56
FR07254007351,7254007351,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.051,17.48,,2025/12/26 17:07:46
FR07254007352,7254007352,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.498,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/18 11:28:07
FR07254007353,7254007353,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.501,3.499,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2026/01/07 15:28:35
FR07254007354,7254007354,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2026/01/06 12:58:32
FR07254007355,7254007355,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/22 15:25:28
FR07254007356,7254007356,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.498,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2025/12/23 09:30:19
FR07254007357,7254007357,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.503,3.502,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/26 10:04:10
FR07254007358,7254007358,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.47,,2025/12/26 15:51:05
FR07254007359,7254007359,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.055,17.48,,2026/01/02 16:40:08
FR07254007360,7254007360,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/09 09:52:24
FR07254007361,7254007361,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/12 10:04:14
FR07254007362,7254007362,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.059,17.49,,2025/12/19 15:10:10
FR07254007363,7254007363,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/29 16:17:06
FR07254007364,7254007364,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/17 13:01:18
FR07254007365,7254007365,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/07 15:51:35
FR07254007366,7254007366,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.058,17.49,,2025/12/19 12:16:07
FR07254007367,7254007367,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2025/12/23 14:55:20
FR07254007368,7254007368,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.5,,2026/01/02 13:23:32
FR07254007369,7254007369,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2026/01/02 13:20:02
FR07254007370,7254007370,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/16 16:48:19
FR07254007371,7254007371,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.058,17.47,,2025/12/26 11:22:14
FR07254007372,7254007372,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2026/01/07 11:34:04
FR07254007373,7254007373,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/08 17:22:02
FR07254007374,7254007374,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/16 12:33:00
FR07254007375,7254007375,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2025/12/22 13:13:46
FR07254007376,7254007376,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/26 15:34:49
FR07254007377,7254007377,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/24 11:13:43
FR07254007378,7254007378,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.502,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/24 17:18:17
FR07254007379,7254007379,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.5,,2025/12/23 10:51:04
FR07254007380,7254007380,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.499,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/30 14:01:10
FR07254007381,7254007381,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/17 15:05:31
FR07254007382,7254007382,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.504,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/09 11:49:33
FR07254007383,7254007383,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/18 13:34:39
FR07254007384,7254007384,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2025/12/26 12:41:04
FR07254007385,7254007385,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.054,17.48,,2025/12/18 13:20:41
FR07254007386,7254007386,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/15 10:33:04
FR07254007387,7254007387,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/31 14:53:41
FR07254007388,7254007388,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/16 11:14:54
FR07254007389,7254007389,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/09 15:29:13
FR07254007390,7254007390,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/19 14:07:51
FR07254007391,7254007391,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/08 13:04:15
FR07254007392,7254007392,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/07 15:38:03
FR07254007393,7254007393,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/07 09:44:04
FR07254007394,7254007394,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/31 11:31:51
FR07254007395,7254007395,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2025/12/22 15:46:16
FR07254007396,7254007396,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.5,,2026/01/09 13:44:56
FR07254007397,7254007397,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.48,,2025/12/23 14:52:21
FR07254007398,7254007398,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/07 11:33:21
FR07254007399,7254007399,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/30 15:31:09
FR07254007400,7254007400,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/17 09:39:29
FR07254007401,7254007401,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.058,17.47,,2026/01/12 10:45:55
FR07254007402,7254007402,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.503,3.503,3.503,3.503,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2026/01/06 13:43:57
FR07254007403,7254007403,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/02 12:49:25
FR07254007404,7254007404,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/18 17:27:51
FR07254007405,7254007405,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2026/01/06 11:34:35
FR07254007406,7254007406,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/09 14:03:45
FR07254007407,7254007407,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/31 12:22:20
FR07254007408,7254007408,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/12 14:06:34
FR07254007409,7254007409,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.5,,2026/01/06 09:49:09
FR07254007410,7254007410,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/06 13:52:53
FR07254007411,7254007411,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/31 09:36:29
FR07254007412,7254007412,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2025/12/24 16:57:43
FR07254007413,7254007413,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.502,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/07 16:14:12
FR07254007414,7254007414,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2025/12/29 13:15:58
FR07254007415,7254007415,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.48,,2025/12/16 13:46:47
FR07254007416,7254007416,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/17 10:32:00
FR07254007417,7254007417,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2026/01/09 13:42:23
FR07254007418,7254007418,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/29 16:40:11
FR07254007419,7254007419,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/18 11:56:32
FR07254007420,7254007420,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/16 15:18:39
FR07254007421,7254007421,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/05 15:23:09
FR07254007422,7254007422,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/15 17:12:51
FR07254007423,7254007423,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/17 15:07:30
FR07254007424,7254007424,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/23 17:02:41
FR07254007425,7254007425,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2026/01/02 12:41:29
FR07254007426,7254007426,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.5,,2025/12/18 12:44:18
FR07254007427,7254007427,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.48,,2026/01/02 09:37:13
FR07254007428,7254007428,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/22 10:58:14
FR07254007429,7254007429,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/17 17:18:23
FR07254007430,7254007430,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2026/01/07 09:53:18
FR07254007431,7254007431,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/06 09:40:31
FR07254007432,7254007432,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2025/12/29 11:25:04
FR07254007433,7254007433,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/22 15:01:09
FR07254007434,7254007434,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.47,,2025/12/29 11:26:49
FR07254007435,7254007435,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.055,17.48,,2026/01/08 09:52:35
FR07254007436,7254007436,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.502,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/13 10:02:11
FR07254007437,7254007437,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2025/12/23 16:28:05
FR07254007438,7254007438,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.059,17.49,,2025/12/19 13:30:09
FR07254007439,7254007439,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/09 10:55:47
FR07254007440,7254007440,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2026/01/12 17:16:34
FR07254007441,7254007441,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/05 11:53:55
FR07254007442,7254007442,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.03,0.058,17.49,,2026/01/06 14:41:16
FR07254007443,7254007443,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2026/01/08 14:59:49
FR07254007444,7254007444,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.5,,2025/12/18 14:58:39
FR07254007445,7254007445,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/29 16:44:35
FR07254007446,7254007446,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.502,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/31 10:11:17
FR07254007447,7254007447,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.03,0.058,17.47,,2025/12/17 11:39:40
FR07254007448,7254007448,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/24 16:15:07
FR07254007449,7254007449,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/24 14:29:44
FR07254007450,7254007450,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/24 11:10:37
FR07254007451,7254007451,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2025/12/24 10:12:12
FR07254007452,7254007452,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/09 17:12:20
